date_key,year,quarter,month,month_name,day_of_month,day_of_week,day_name,week_of_year,is_weekend
2017-08-14,2017,3,8,August,14,0,Monday,33,False
2017-08-15,2017,3,8,August,15,1,Tuesday,33,False
2017-08-16,2017,3,8,August,16,2,Wednesday,33,False
2017-08-17,2017,3,8,August,17,3,Thursday,33,False
2017-08-18,2017,3,8,August,18,4,Friday,33,False
2017-08-19,2017,3,8,August,19,5,Saturday,33,True
2017-08-20,2017,3,8,August,20,6,Sunday,33,True
2017-08-21,2017,3,8,August,21,0,Monday,34,False
2017-08-22,2017,3,8,August,22,1,Tuesday,34,False
2017-08-23,2017,3,8,August,23,2,Wednesday,34,False
2017-08-24,2017,3,8,August,24,3,Thursday,34,False
2017-08-25,2017,3,8,August,25,4,Friday,34,False
2017-08-26,2017,3,8,August,26,5,Saturday,34,True
2017-08-27,2017,3,8,August,27,6,Sunday,34,True
2017-08-28,2017,3,8,August,28,0,Monday,35,False
2017-08-29,2017,3,8,August,29,1,Tuesday,35,False
2017-08-30,2017,3,8,August,30,2,Wednesday,35,False
2017-08-31,2017,3,8,August,31,3,Thursday,35,False
2017-09-01,2017,3,9,September,1,4,Friday,35,False
2017-09-02,2017,3,9,September,2,5,Saturday,35,True
2017-09-03,2017,3,9,September,3,6,Sunday,35,True
2017-09-04,2017,3,9,September,4,0,Monday,36,False
2017-09-05,2017,3,9,September,5,1,Tuesday,36,False
2017-09-06,2017,3,9,September,6,2,Wednesday,36,False
2017-09-07,2017,3,9,September,7,3,Thursday,36,False
2017-09-08,2017,3,9,September,8,4,Friday,36,False
2017-09-09,2017,3,9,September,9,5,Saturday,36,True
2017-09-10,2017,3,9,September,10,6,Sunday,36,True
2017-09-11,2017,3,9,September,11,0,Monday,37,False
2017-09-12,2017,3,9,September,12,1,Tuesday,37,False
2017-09-13,2017,3,9,September,13,2,Wednesday,37,False
2017-09-14,2017,3,9,September,14,3,Thursday,37,False
2017-09-15,2017,3,9,September,15,4,Friday,37,False
2017-09-16,2017,3,9,September,16,5,Saturday,37,True
2017-09-17,2017,3,9,September,17,6,Sunday,37,True
2017-09-18,2017,3,9,September,18,0,Monday,38,False
2017-09-19,2017,3,9,September,19,1,Tuesday,38,False
2017-09-20,2017,3,9,September,20,2,Wednesday,38,False
2017-09-21,2017,3,9,September,21,3,Thursday,38,False
2017-09-22,2017,3,9,September,22,4,Friday,38,False
2017-09-23,2017,3,9,September,23,5,Saturday,38,True
2017-09-24,2017,3,9,September,24,6,Sunday,38,True
2017-09-25,2017,3,9,September,25,0,Monday,39,False
2017-09-26,2017,3,9,September,26,1,Tuesday,39,False
2017-09-27,2017,3,9,September,27,2,Wednesday,39,False
2017-09-28,2017,3,9,September,28,3,Thursday,39,False
2017-09-29,2017,3,9,September,29,4,Friday,39,False
2017-09-30,2017,3,9,September,30,5,Saturday,39,True
2017-10-01,2017,4,10,October,1,6,Sunday,39,True
2017-10-02,2017,4,10,October,2,0,Monday,40,False
2017-10-03,2017,4,10,October,3,1,Tuesday,40,False
2017-10-04,2017,4,10,October,4,2,Wednesday,40,False
2017-10-05,2017,4,10,October,5,3,Thursday,40,False
2017-10-06,2017,4,10,October,6,4,Friday,40,False
2017-10-07,2017,4,10,October,7,5,Saturday,40,True
2017-10-08,2017,4,10,October,8,6,Sunday,40,True
2017-10-09,2017,4,10,October,9,0,Monday,41,False
2017-10-10,2017,4,10,October,10,1,Tuesday,41,False
2017-10-11,2017,4,10,October,11,2,Wednesday,41,False
2017-10-12,2017,4,10,October,12,3,Thursday,41,False
2017-10-13,2017,4,10,October,13,4,Friday,41,False
2017-10-14,2017,4,10,October,14,5,Saturday,41,True
2017-10-15,2017,4,10,October,15,6,Sunday,41,True
2017-10-16,2017,4,10,October,16,0,Monday,42,False
2017-10-17,2017,4,10,October,17,1,Tuesday,42,False
2017-10-18,2017,4,10,October,18,2,Wednesday,42,False
2017-10-19,2017,4,10,October,19,3,Thursday,42,False
2017-10-20,2017,4,10,October,20,4,Friday,42,False
2017-10-21,2017,4,10,October,21,5,Saturday,42,True
2017-10-22,2017,4,10,October,22,6,Sunday,42,True
2017-10-23,2017,4,10,October,23,0,Monday,43,False
2017-10-24,2017,4,10,October,24,1,Tuesday,43,False
2017-10-25,2017,4,10,October,25,2,Wednesday,43,False
2017-10-26,2017,4,10,October,26,3,Thursday,43,False
2017-10-27,2017,4,10,October,27,4,Friday,43,False
2017-10-28,2017,4,10,October,28,5,Saturday,43,True
2017-10-29,2017,4,10,October,29,6,Sunday,43,True
2017-10-30,2017,4,10,October,30,0,Monday,44,False
2017-10-31,2017,4,10,October,31,1,Tuesday,44,False
2017-11-01,2017,4,11,November,1,2,Wednesday,44,False
2017-11-02,2017,4,11,November,2,3,Thursday,44,False
2017-11-03,2017,4,11,November,3,4,Friday,44,False
2017-11-04,2017,4,11,November,4,5,Saturday,44,True
2017-11-05,2017,4,11,November,5,6,Sunday,44,True
2017-11-06,2017,4,11,November,6,0,Monday,45,False
2017-11-07,2017,4,11,November,7,1,Tuesday,45,False
2017-11-08,2017,4,11,November,8,2,Wednesday,45,False
2017-11-09,2017,4,11,November,9,3,Thursday,45,False
2017-11-10,2017,4,11,November,10,4,Friday,45,False
2017-11-11,2017,4,11,November,11,5,Saturday,45,True
2017-11-12,2017,4,11,November,12,6,Sunday,45,True
2017-11-13,2017,4,11,November,13,0,Monday,46,False
2017-11-14,2017,4,11,November,14,1,Tuesday,46,False
2017-11-15,2017,4,11,November,15,2,Wednesday,46,False
2017-11-16,2017,4,11,November,16,3,Thursday,46,False
2017-11-17,2017,4,11,November,17,4,Friday,46,False
2017-11-18,2017,4,11,November,18,5,Saturday,46,True
2017-11-19,2017,4,11,November,19,6,Sunday,46,True
2017-11-20,2017,4,11,November,20,0,Monday,47,False
2017-11-21,2017,4,11,November,21,1,Tuesday,47,False
2017-11-22,2017,4,11,November,22,2,Wednesday,47,False
2017-11-23,2017,4,11,November,23,3,Thursday,47,False
2017-11-24,2017,4,11,November,24,4,Friday,47,False
2017-11-25,2017,4,11,November,25,5,Saturday,47,True
2017-11-26,2017,4,11,November,26,6,Sunday,47,True
2017-11-27,2017,4,11,November,27,0,Monday,48,False
2017-11-28,2017,4,11,November,28,1,Tuesday,48,False
2017-11-29,2017,4,11,November,29,2,Wednesday,48,False
2017-11-30,2017,4,11,November,30,3,Thursday,48,False
2017-12-01,2017,4,12,December,1,4,Friday,48,False
2017-12-02,2017,4,12,December,2,5,Saturday,48,True
2017-12-03,2017,4,12,December,3,6,Sunday,48,True
2017-12-04,2017,4,12,December,4,0,Monday,49,False
2017-12-05,2017,4,12,December,5,1,Tuesday,49,False
2017-12-06,2017,4,12,December,6,2,Wednesday,49,False
2017-12-07,2017,4,12,December,7,3,Thursday,49,False
2017-12-08,2017,4,12,December,8,4,Friday,49,False
2017-12-09,2017,4,12,December,9,5,Saturday,49,True
2017-12-10,2017,4,12,December,10,6,Sunday,49,True
2017-12-11,2017,4,12,December,11,0,Monday,50,False
2017-12-12,2017,4,12,December,12,1,Tuesday,50,False
2017-12-13,2017,4,12,December,13,2,Wednesday,50,False
2017-12-14,2017,4,12,December,14,3,Thursday,50,False
2017-12-15,2017,4,12,December,15,4,Friday,50,False
2017-12-16,2017,4,12,December,16,5,Saturday,50,True
2017-12-17,2017,4,12,December,17,6,Sunday,50,True
2017-12-18,2017,4,12,December,18,0,Monday,51,False
2017-12-19,2017,4,12,December,19,1,Tuesday,51,False
2017-12-20,2017,4,12,December,20,2,Wednesday,51,False
2017-12-21,2017,4,12,December,21,3,Thursday,51,False
2017-12-22,2017,4,12,December,22,4,Friday,51,False
2017-12-23,2017,4,12,December,23,5,Saturday,51,True
2017-12-24,2017,4,12,December,24,6,Sunday,51,True
2017-12-25,2017,4,12,December,25,0,Monday,52,False
2017-12-26,2017,4,12,December,26,1,Tuesday,52,False
2017-12-27,2017,4,12,December,27,2,Wednesday,52,False
2017-12-28,2017,4,12,December,28,3,Thursday,52,False
2017-12-29,2017,4,12,December,29,4,Friday,52,False
2017-12-30,2017,4,12,December,30,5,Saturday,52,True
2017-12-31,2017,4,12,December,31,6,Sunday,52,True
2018-01-01,2018,1,1,January,1,0,Monday,1,False
2018-01-02,2018,1,1,January,2,1,Tuesday,1,False
2018-01-03,2018,1,1,January,3,2,Wednesday,1,False
2018-01-04,2018,1,1,January,4,3,Thursday,1,False
2018-01-05,2018,1,1,January,5,4,Friday,1,False
2018-01-06,2018,1,1,January,6,5,Saturday,1,True
2018-01-07,2018,1,1,January,7,6,Sunday,1,True
2018-01-08,2018,1,1,January,8,0,Monday,2,False
2018-01-09,2018,1,1,January,9,1,Tuesday,2,False
2018-01-10,2018,1,1,January,10,2,Wednesday,2,False
2018-01-11,2018,1,1,January,11,3,Thursday,2,False
2018-01-12,2018,1,1,January,12,4,Friday,2,False
2018-01-13,2018,1,1,January,13,5,Saturday,2,True
2018-01-14,2018,1,1,January,14,6,Sunday,2,True
2018-01-15,2018,1,1,January,15,0,Monday,3,False
2018-01-16,2018,1,1,January,16,1,Tuesday,3,False
2018-01-17,2018,1,1,January,17,2,Wednesday,3,False
2018-01-18,2018,1,1,January,18,3,Thursday,3,False
2018-01-19,2018,1,1,January,19,4,Friday,3,False
2018-01-20,2018,1,1,January,20,5,Saturday,3,True
2018-01-21,2018,1,1,January,21,6,Sunday,3,True
2018-01-22,2018,1,1,January,22,0,Monday,4,False
2018-01-23,2018,1,1,January,23,1,Tuesday,4,False
2018-01-24,2018,1,1,January,24,2,Wednesday,4,False
2018-01-25,2018,1,1,January,25,3,Thursday,4,False
2018-01-26,2018,1,1,January,26,4,Friday,4,False
2018-01-27,2018,1,1,January,27,5,Saturday,4,True
2018-01-28,2018,1,1,January,28,6,Sunday,4,True
2018-01-29,2018,1,1,January,29,0,Monday,5,False
2018-01-30,2018,1,1,January,30,1,Tuesday,5,False
2018-01-31,2018,1,1,January,31,2,Wednesday,5,False
2018-02-01,2018,1,2,February,1,3,Thursday,5,False
2018-02-02,2018,1,2,February,2,4,Friday,5,False
2018-02-03,2018,1,2,February,3,5,Saturday,5,True
2018-02-04,2018,1,2,February,4,6,Sunday,5,True
2018-02-05,2018,1,2,February,5,0,Monday,6,False
2018-02-06,2018,1,2,February,6,1,Tuesday,6,False
2018-02-07,2018,1,2,February,7,2,Wednesday,6,False
2018-02-08,2018,1,2,February,8,3,Thursday,6,False
2018-02-09,2018,1,2,February,9,4,Friday,6,False
2018-02-10,2018,1,2,February,10,5,Saturday,6,True
2018-02-11,2018,1,2,February,11,6,Sunday,6,True
2018-02-12,2018,1,2,February,12,0,Monday,7,False
2018-02-13,2018,1,2,February,13,1,Tuesday,7,False
2018-02-14,2018,1,2,February,14,2,Wednesday,7,False
2018-02-15,2018,1,2,February,15,3,Thursday,7,False
2018-02-16,2018,1,2,February,16,4,Friday,7,False
2018-02-17,2018,1,2,February,17,5,Saturday,7,True
2018-02-18,2018,1,2,February,18,6,Sunday,7,True
2018-02-19,2018,1,2,February,19,0,Monday,8,False
2018-02-20,2018,1,2,February,20,1,Tuesday,8,False
2018-02-21,2018,1,2,February,21,2,Wednesday,8,False
2018-02-22,2018,1,2,February,22,3,Thursday,8,False
2018-02-23,2018,1,2,February,23,4,Friday,8,False
2018-02-24,2018,1,2,February,24,5,Saturday,8,True
2018-02-25,2018,1,2,February,25,6,Sunday,8,True
2018-02-26,2018,1,2,February,26,0,Monday,9,False
2018-02-27,2018,1,2,February,27,1,Tuesday,9,False
2018-02-28,2018,1,2,February,28,2,Wednesday,9,False
2018-03-01,2018,1,3,March,1,3,Thursday,9,False
2018-03-02,2018,1,3,March,2,4,Friday,9,False
2018-03-03,2018,1,3,March,3,5,Saturday,9,True
2018-03-04,2018,1,3,March,4,6,Sunday,9,True
2018-03-05,2018,1,3,March,5,0,Monday,10,False
2018-03-06,2018,1,3,March,6,1,Tuesday,10,False
2018-03-07,2018,1,3,March,7,2,Wednesday,10,False
2018-03-08,2018,1,3,March,8,3,Thursday,10,False
2018-03-09,2018,1,3,March,9,4,Friday,10,False
2018-03-10,2018,1,3,March,10,5,Saturday,10,True
2018-03-11,2018,1,3,March,11,6,Sunday,10,True
2018-03-12,2018,1,3,March,12,0,Monday,11,False
2018-03-13,2018,1,3,March,13,1,Tuesday,11,False
2018-03-14,2018,1,3,March,14,2,Wednesday,11,False
2018-03-15,2018,1,3,March,15,3,Thursday,11,False
2018-03-16,2018,1,3,March,16,4,Friday,11,False
2018-03-17,2018,1,3,March,17,5,Saturday,11,True
2018-03-18,2018,1,3,March,18,6,Sunday,11,True
2018-03-19,2018,1,3,March,19,0,Monday,12,False
2018-03-20,2018,1,3,March,20,1,Tuesday,12,False
2018-03-21,2018,1,3,March,21,2,Wednesday,12,False
2018-03-22,2018,1,3,March,22,3,Thursday,12,False
2018-03-23,2018,1,3,March,23,4,Friday,12,False
2018-03-24,2018,1,3,March,24,5,Saturday,12,True
2018-03-25,2018,1,3,March,25,6,Sunday,12,True
2018-03-26,2018,1,3,March,26,0,Monday,13,False
2018-03-27,2018,1,3,March,27,1,Tuesday,13,False
2018-03-28,2018,1,3,March,28,2,Wednesday,13,False
2018-03-29,2018,1,3,March,29,3,Thursday,13,False
2018-03-30,2018,1,3,March,30,4,Friday,13,False
2018-03-31,2018,1,3,March,31,5,Saturday,13,True
2018-04-01,2018,2,4,April,1,6,Sunday,13,True
2018-04-02,2018,2,4,April,2,0,Monday,14,False
2018-04-03,2018,2,4,April,3,1,Tuesday,14,False
2018-04-04,2018,2,4,April,4,2,Wednesday,14,False
2018-04-05,2018,2,4,April,5,3,Thursday,14,False
2018-04-06,2018,2,4,April,6,4,Friday,14,False
2018-04-07,2018,2,4,April,7,5,Saturday,14,True
2018-04-08,2018,2,4,April,8,6,Sunday,14,True
2018-04-09,2018,2,4,April,9,0,Monday,15,False
2018-04-10,2018,2,4,April,10,1,Tuesday,15,False
2018-04-11,2018,2,4,April,11,2,Wednesday,15,False
2018-04-12,2018,2,4,April,12,3,Thursday,15,False
2018-04-13,2018,2,4,April,13,4,Friday,15,False
2018-04-14,2018,2,4,April,14,5,Saturday,15,True
2018-04-15,2018,2,4,April,15,6,Sunday,15,True
2018-04-16,2018,2,4,April,16,0,Monday,16,False
2018-04-17,2018,2,4,April,17,1,Tuesday,16,False
2018-04-18,2018,2,4,April,18,2,Wednesday,16,False
2018-04-19,2018,2,4,April,19,3,Thursday,16,False
2018-04-20,2018,2,4,April,20,4,Friday,16,False
2018-04-21,2018,2,4,April,21,5,Saturday,16,True
2018-04-22,2018,2,4,April,22,6,Sunday,16,True
2018-04-23,2018,2,4,April,23,0,Monday,17,False
2018-04-24,2018,2,4,April,24,1,Tuesday,17,False
2018-04-25,2018,2,4,April,25,2,Wednesday,17,False
2018-04-26,2018,2,4,April,26,3,Thursday,17,False
2018-04-27,2018,2,4,April,27,4,Friday,17,False
2018-04-28,2018,2,4,April,28,5,Saturday,17,True
2018-04-29,2018,2,4,April,29,6,Sunday,17,True
2018-04-30,2018,2,4,April,30,0,Monday,18,False
2018-05-01,2018,2,5,May,1,1,Tuesday,18,False
2018-05-02,2018,2,5,May,2,2,Wednesday,18,False
2018-05-03,2018,2,5,May,3,3,Thursday,18,False
2018-05-04,2018,2,5,May,4,4,Friday,18,False
2018-05-05,2018,2,5,May,5,5,Saturday,18,True
2018-05-06,2018,2,5,May,6,6,Sunday,18,True
2018-05-07,2018,2,5,May,7,0,Monday,19,False
2018-05-08,2018,2,5,May,8,1,Tuesday,19,False
2018-05-09,2018,2,5,May,9,2,Wednesday,19,False
2018-05-10,2018,2,5,May,10,3,Thursday,19,False
2018-05-11,2018,2,5,May,11,4,Friday,19,False
2018-05-12,2018,2,5,May,12,5,Saturday,19,True
2018-05-13,2018,2,5,May,13,6,Sunday,19,True
2018-05-14,2018,2,5,May,14,0,Monday,20,False
2018-05-15,2018,2,5,May,15,1,Tuesday,20,False
2018-05-16,2018,2,5,May,16,2,Wednesday,20,False
2018-05-17,2018,2,5,May,17,3,Thursday,20,False
2018-05-18,2018,2,5,May,18,4,Friday,20,False
2018-05-19,2018,2,5,May,19,5,Saturday,20,True
2018-05-20,2018,2,5,May,20,6,Sunday,20,True
2018-05-21,2018,2,5,May,21,0,Monday,21,False
2018-05-22,2018,2,5,May,22,1,Tuesday,21,False
2018-05-23,2018,2,5,May,23,2,Wednesday,21,False
2018-05-24,2018,2,5,May,24,3,Thursday,21,False
2018-05-25,2018,2,5,May,25,4,Friday,21,False
2018-05-26,2018,2,5,May,26,5,Saturday,21,True
2018-05-27,2018,2,5,May,27,6,Sunday,21,True
2018-05-28,2018,2,5,May,28,0,Monday,22,False
2018-05-29,2018,2,5,May,29,1,Tuesday,22,False
2018-05-30,2018,2,5,May,30,2,Wednesday,22,False
2018-05-31,2018,2,5,May,31,3,Thursday,22,False
2018-06-01,2018,2,6,June,1,4,Friday,22,False
2018-06-02,2018,2,6,June,2,5,Saturday,22,True
2018-06-03,2018,2,6,June,3,6,Sunday,22,True
2018-06-04,2018,2,6,June,4,0,Monday,23,False
2018-06-05,2018,2,6,June,5,1,Tuesday,23,False
2018-06-06,2018,2,6,June,6,2,Wednesday,23,False
2018-06-07,2018,2,6,June,7,3,Thursday,23,False
2018-06-08,2018,2,6,June,8,4,Friday,23,False
2018-06-09,2018,2,6,June,9,5,Saturday,23,True
2018-06-10,2018,2,6,June,10,6,Sunday,23,True
2018-06-11,2018,2,6,June,11,0,Monday,24,False
2018-06-12,2018,2,6,June,12,1,Tuesday,24,False
2018-06-13,2018,2,6,June,13,2,Wednesday,24,False
2018-06-14,2018,2,6,June,14,3,Thursday,24,False
2018-06-15,2018,2,6,June,15,4,Friday,24,False
2018-06-16,2018,2,6,June,16,5,Saturday,24,True
2018-06-17,2018,2,6,June,17,6,Sunday,24,True
2018-06-18,2018,2,6,June,18,0,Monday,25,False
2018-06-19,2018,2,6,June,19,1,Tuesday,25,False
2018-06-20,2018,2,6,June,20,2,Wednesday,25,False
2018-06-21,2018,2,6,June,21,3,Thursday,25,False
2018-06-22,2018,2,6,June,22,4,Friday,25,False
2018-06-23,2018,2,6,June,23,5,Saturday,25,True
2018-06-24,2018,2,6,June,24,6,Sunday,25,True
2018-06-25,2018,2,6,June,25,0,Monday,26,False
2018-06-26,2018,2,6,June,26,1,Tuesday,26,False
2018-06-27,2018,2,6,June,27,2,Wednesday,26,False
2018-06-28,2018,2,6,June,28,3,Thursday,26,False
2018-06-29,2018,2,6,June,29,4,Friday,26,False
2018-06-30,2018,2,6,June,30,5,Saturday,26,True
2018-07-01,2018,3,7,July,1,6,Sunday,26,True
2018-07-02,2018,3,7,July,2,0,Monday,27,False
2018-07-03,2018,3,7,July,3,1,Tuesday,27,False
2018-07-04,2018,3,7,July,4,2,Wednesday,27,False
2018-07-05,2018,3,7,July,5,3,Thursday,27,False
2018-07-06,2018,3,7,July,6,4,Friday,27,False
2018-07-07,2018,3,7,July,7,5,Saturday,27,True
2018-07-08,2018,3,7,July,8,6,Sunday,27,True
2018-07-09,2018,3,7,July,9,0,Monday,28,False
2018-07-10,2018,3,7,July,10,1,Tuesday,28,False
2018-07-11,2018,3,7,July,11,2,Wednesday,28,False
2018-07-12,2018,3,7,July,12,3,Thursday,28,False
2018-07-13,2018,3,7,July,13,4,Friday,28,False
2018-07-14,2018,3,7,July,14,5,Saturday,28,True
2018-07-15,2018,3,7,July,15,6,Sunday,28,True
2018-07-16,2018,3,7,July,16,0,Monday,29,False
2018-07-17,2018,3,7,July,17,1,Tuesday,29,False
2018-07-18,2018,3,7,July,18,2,Wednesday,29,False
2018-07-19,2018,3,7,July,19,3,Thursday,29,False
2018-07-20,2018,3,7,July,20,4,Friday,29,False
2018-07-21,2018,3,7,July,21,5,Saturday,29,True
2018-07-22,2018,3,7,July,22,6,Sunday,29,True
2018-07-23,2018,3,7,July,23,0,Monday,30,False
2018-07-24,2018,3,7,July,24,1,Tuesday,30,False
2018-07-25,2018,3,7,July,25,2,Wednesday,30,False
2018-07-26,2018,3,7,July,26,3,Thursday,30,False
2018-07-27,2018,3,7,July,27,4,Friday,30,False
2018-07-28,2018,3,7,July,28,5,Saturday,30,True
2018-07-29,2018,3,7,July,29,6,Sunday,30,True
2018-07-30,2018,3,7,July,30,0,Monday,31,False
2018-07-31,2018,3,7,July,31,1,Tuesday,31,False
2018-08-01,2018,3,8,August,1,2,Wednesday,31,False
2018-08-02,2018,3,8,August,2,3,Thursday,31,False
2018-08-03,2018,3,8,August,3,4,Friday,31,False
2018-08-04,2018,3,8,August,4,5,Saturday,31,True
2018-08-05,2018,3,8,August,5,6,Sunday,31,True
2018-08-06,2018,3,8,August,6,0,Monday,32,False
2018-08-07,2018,3,8,August,7,1,Tuesday,32,False
2018-08-08,2018,3,8,August,8,2,Wednesday,32,False
2018-08-09,2018,3,8,August,9,3,Thursday,32,False
2018-08-10,2018,3,8,August,10,4,Friday,32,False
2018-08-11,2018,3,8,August,11,5,Saturday,32,True
2018-08-12,2018,3,8,August,12,6,Sunday,32,True
2018-08-13,2018,3,8,August,13,0,Monday,33,False
2018-08-14,2018,3,8,August,14,1,Tuesday,33,False
2018-08-15,2018,3,8,August,15,2,Wednesday,33,False
2018-08-16,2018,3,8,August,16,3,Thursday,33,False
2018-08-17,2018,3,8,August,17,4,Friday,33,False
2018-08-18,2018,3,8,August,18,5,Saturday,33,True
2018-08-19,2018,3,8,August,19,6,Sunday,33,True
2018-08-20,2018,3,8,August,20,0,Monday,34,False
2018-08-21,2018,3,8,August,21,1,Tuesday,34,False
2018-08-22,2018,3,8,August,22,2,Wednesday,34,False
2018-08-23,2018,3,8,August,23,3,Thursday,34,False
2018-08-24,2018,3,8,August,24,4,Friday,34,False
2018-08-25,2018,3,8,August,25,5,Saturday,34,True
2018-08-26,2018,3,8,August,26,6,Sunday,34,True
2018-08-27,2018,3,8,August,27,0,Monday,35,False
2018-08-28,2018,3,8,August,28,1,Tuesday,35,False
2018-08-29,2018,3,8,August,29,2,Wednesday,35,False
2018-08-30,2018,3,8,August,30,3,Thursday,35,False
2018-08-31,2018,3,8,August,31,4,Friday,35,False
2018-09-01,2018,3,9,September,1,5,Saturday,35,True
2018-09-02,2018,3,9,September,2,6,Sunday,35,True
2018-09-03,2018,3,9,September,3,0,Monday,36,False
2018-09-04,2018,3,9,September,4,1,Tuesday,36,False
2018-09-05,2018,3,9,September,5,2,Wednesday,36,False
2018-09-06,2018,3,9,September,6,3,Thursday,36,False
2018-09-07,2018,3,9,September,7,4,Friday,36,False
2018-09-08,2018,3,9,September,8,5,Saturday,36,True
2018-09-09,2018,3,9,September,9,6,Sunday,36,True
2018-09-10,2018,3,9,September,10,0,Monday,37,False
2018-09-11,2018,3,9,September,11,1,Tuesday,37,False
2018-09-12,2018,3,9,September,12,2,Wednesday,37,False
2018-09-13,2018,3,9,September,13,3,Thursday,37,False
2018-09-14,2018,3,9,September,14,4,Friday,37,False
2018-09-15,2018,3,9,September,15,5,Saturday,37,True
2018-09-16,2018,3,9,September,16,6,Sunday,37,True
2018-09-17,2018,3,9,September,17,0,Monday,38,False
2018-09-18,2018,3,9,September,18,1,Tuesday,38,False
2018-09-19,2018,3,9,September,19,2,Wednesday,38,False
2018-09-20,2018,3,9,September,20,3,Thursday,38,False
2018-09-21,2018,3,9,September,21,4,Friday,38,False
2018-09-22,2018,3,9,September,22,5,Saturday,38,True
2018-09-23,2018,3,9,September,23,6,Sunday,38,True
2018-09-24,2018,3,9,September,24,0,Monday,39,False
2018-09-25,2018,3,9,September,25,1,Tuesday,39,False
2018-09-26,2018,3,9,September,26,2,Wednesday,39,False
2018-09-27,2018,3,9,September,27,3,Thursday,39,False
2018-09-28,2018,3,9,September,28,4,Friday,39,False
2018-09-29,2018,3,9,September,29,5,Saturday,39,True
2018-09-30,2018,3,9,September,30,6,Sunday,39,True
2018-10-01,2018,4,10,October,1,0,Monday,40,False
2018-10-02,2018,4,10,October,2,1,Tuesday,40,False
2018-10-03,2018,4,10,October,3,2,Wednesday,40,False
2018-10-04,2018,4,10,October,4,3,Thursday,40,False
2018-10-05,2018,4,10,October,5,4,Friday,40,False
2018-10-06,2018,4,10,October,6,5,Saturday,40,True
2018-10-07,2018,4,10,October,7,6,Sunday,40,True
2018-10-08,2018,4,10,October,8,0,Monday,41,False
2018-10-09,2018,4,10,October,9,1,Tuesday,41,False
2018-10-10,2018,4,10,October,10,2,Wednesday,41,False
2018-10-11,2018,4,10,October,11,3,Thursday,41,False
2018-10-12,2018,4,10,October,12,4,Friday,41,False
2018-10-13,2018,4,10,October,13,5,Saturday,41,True
2018-10-14,2018,4,10,October,14,6,Sunday,41,True
2018-10-15,2018,4,10,October,15,0,Monday,42,False
2018-10-16,2018,4,10,October,16,1,Tuesday,42,False
2018-10-17,2018,4,10,October,17,2,Wednesday,42,False
2018-10-18,2018,4,10,October,18,3,Thursday,42,False
2018-10-19,2018,4,10,October,19,4,Friday,42,False
2018-10-20,2018,4,10,October,20,5,Saturday,42,True
2018-10-21,2018,4,10,October,21,6,Sunday,42,True
2018-10-22,2018,4,10,October,22,0,Monday,43,False
2018-10-23,2018,4,10,October,23,1,Tuesday,43,False
2018-10-24,2018,4,10,October,24,2,Wednesday,43,False
2018-10-25,2018,4,10,October,25,3,Thursday,43,False
2018-10-26,2018,4,10,October,26,4,Friday,43,False
2018-10-27,2018,4,10,October,27,5,Saturday,43,True
2018-10-28,2018,4,10,October,28,6,Sunday,43,True
2018-10-29,2018,4,10,October,29,0,Monday,44,False
2018-10-30,2018,4,10,October,30,1,Tuesday,44,False
2018-10-31,2018,4,10,October,31,2,Wednesday,44,False
2018-11-01,2018,4,11,November,1,3,Thursday,44,False
2018-11-02,2018,4,11,November,2,4,Friday,44,False
2018-11-03,2018,4,11,November,3,5,Saturday,44,True
2018-11-04,2018,4,11,November,4,6,Sunday,44,True
2018-11-05,2018,4,11,November,5,0,Monday,45,False
2018-11-06,2018,4,11,November,6,1,Tuesday,45,False
2018-11-07,2018,4,11,November,7,2,Wednesday,45,False
2018-11-08,2018,4,11,November,8,3,Thursday,45,False
2018-11-09,2018,4,11,November,9,4,Friday,45,False
2018-11-10,2018,4,11,November,10,5,Saturday,45,True
2018-11-11,2018,4,11,November,11,6,Sunday,45,True
2018-11-12,2018,4,11,November,12,0,Monday,46,False
2018-11-13,2018,4,11,November,13,1,Tuesday,46,False
2018-11-14,2018,4,11,November,14,2,Wednesday,46,False
2018-11-15,2018,4,11,November,15,3,Thursday,46,False
2018-11-16,2018,4,11,November,16,4,Friday,46,False
2018-11-17,2018,4,11,November,17,5,Saturday,46,True
2018-11-18,2018,4,11,November,18,6,Sunday,46,True
2018-11-19,2018,4,11,November,19,0,Monday,47,False
2018-11-20,2018,4,11,November,20,1,Tuesday,47,False
2018-11-21,2018,4,11,November,21,2,Wednesday,47,False
2018-11-22,2018,4,11,November,22,3,Thursday,47,False
2018-11-23,2018,4,11,November,23,4,Friday,47,False
2018-11-24,2018,4,11,November,24,5,Saturday,47,True
2018-11-25,2018,4,11,November,25,6,Sunday,47,True
2018-11-26,2018,4,11,November,26,0,Monday,48,False
2018-11-27,2018,4,11,November,27,1,Tuesday,48,False
2018-11-28,2018,4,11,November,28,2,Wednesday,48,False
2018-11-29,2018,4,11,November,29,3,Thursday,48,False
2018-11-30,2018,4,11,November,30,4,Friday,48,False
2018-12-01,2018,4,12,December,1,5,Saturday,48,True
2018-12-02,2018,4,12,December,2,6,Sunday,48,True
2018-12-03,2018,4,12,December,3,0,Monday,49,False
2018-12-04,2018,4,12,December,4,1,Tuesday,49,False
2018-12-05,2018,4,12,December,5,2,Wednesday,49,False
2018-12-06,2018,4,12,December,6,3,Thursday,49,False
2018-12-07,2018,4,12,December,7,4,Friday,49,False
